respondent_id,graduate_id,age_group,highest_education_level,programming_level_before,programming_level_after,employment_before,employment_after,employment_type_before,employment_type_after,it_before,it_after,programmer_after,continued_studying,post_training_study_type,course,cohort,improved_job_profile,interested_job_opportunities
147,851,35-44,Postgraduate Incomplete,Trainee,Junior,Unemployed and Looking for Work,Unemployed and Looking for Work,Informal Worker,Own Business,False,False,False,False,,FullStack JavaScript / Node.js,2020-2,A Lot,True
148,883,35-44,University Complete,No Programming Knowledge,Trainee,Employed,Employed,Self-employed,Employee,True,True,False,False,,FullStack JavaScript / Node.js,2021-2,A Little,True
149,742,Under 25,Tertiary Incomplete,Trainee,Junior,Unemployed and Looking for Work,Employed,Employee,Informal Worker,False,False,False,True,Paid Tertiary Education;Paid Annual Course;Free University Education,Big Data,2021-2,A Lot,False
150,1684,Under 25,Secondary Incomplete,No Programming Knowledge,Trainee,Employed,Employed,Own Business,Employee,False,True,True,True,Paid University Education;Paid Tertiary Education;Paid Annual Course,Big Data,2022-1,Quite a Bit,True
151,134,Under 25,Secondary Complete,Junior,Junior,Unemployed and Looking for Work,Employed,Employee,Own Business,False,True,False,True,Paid Tertiary Education,FullStack Java,2021-1,Neutral,True
152,2041,25-34,Secondary Complete,Trainee,Trainee,Employed,Employed,Own Business,Employee,False,True,True,True,Free Annual Course;Free Quarterly Course,Big Data,2021-2,A Lot,True
153,2694,Under 25,Tertiary Incomplete,Semi Senior,Semi Senior,Employed,Employed,Own Business,Own Business,False,False,False,False,,Testing QA,2021-1,A Lot,False
154,471,25-34,Postgraduate Complete,Semi Senior,Semi Senior,Employed,Unemployed and Looking for Work,Own Business,Own Business,True,False,False,False,,FullStack JavaScript / Node.js,2020-2,Neutral,True
155,2420,45+,Postgraduate Incomplete,No Programming Knowledge,Trainee,Unemployed and Not Looking for Work,Unemployed and Looking for Work,Informal Worker,Self-employed,False,False,False,True,Free University Education;Paid Tertiary Education;Paid Quarterly Course,FullStack JavaScript / Node.js,2020-2,A Lot,True
156,1641,35-44,University Complete,Junior,Semi Senior,Employed,Unemployed and Not Looking for Work,Employee,Self-employed,False,False,False,False,,FullStack Python,2021-1,A Lot,True
157,924,Under 25,Secondary Incomplete,No Programming Knowledge,Junior,Unemployed and Looking for Work,Employed,Self-employed,Own Business,False,True,False,True,Free Tertiary Education;Paid University Education,UX/UI Design,2020-2,Not at All,True
158,131,25-34,University Complete,Trainee,Junior,Unemployed and Looking for Work,Employed,Informal Worker,Own Business,False,True,True,True,Paid Quarterly Course;Free University Education,FullStack JavaScript / Node.js,2020-2,Neutral,True
159,401,35-44,Postgraduate Complete,Semi Senior,Semi Senior,Employed,Employed,Self-employed,Own Business,False,True,True,False,,Testing QA,2020-2,Quite a Bit,True
160,2419,25-34,University Complete,No Programming Knowledge,Junior,Employed,Employed,Informal Worker,Employee,True,True,False,False,,FullStack JavaScript / Node.js,2021-2,A Lot,True
161,1128,25-34,Postgraduate Incomplete,Junior,Junior,Employed,Retired,Informal Worker,Own Business,False,False,False,False,,UX/UI Design,2020-2,Quite a Bit,True
162,845,35-44,Postgraduate Complete,Junior,Junior,Retired,Retired,Self-employed,Informal Worker,False,False,False,False,,Big Data,2022-1,Neutral,False
163,1450,35-44,Postgraduate Complete,Junior,Junior,Employed,Employed,Own Business,Informal Worker,False,True,True,False,,FullStack PHP,2021-1,Quite a Bit,False
164,118,35-44,University Incomplete,Junior,Semi Senior,Employed,Employed,Own Business,Self-employed,False,False,False,True,Paid Tertiary Education,FullStack PHP,2021-1,Not at All,True
165,2724,25-34,Postgraduate Complete,No Programming Knowledge,Trainee,Employed,Unemployed and Looking for Work,Own Business,Self-employed,True,False,False,True,Free Quarterly Course,FullStack Python,2021-2,A Lot,True
166,2297,35-44,Tertiary Complete,No Programming Knowledge,Junior,Employed,Employed,Self-employed,Self-employed,False,True,True,False,,FullStack JavaScript / Node.js,2022-1,A Lot,True
167,272,25-34,Secondary Complete,Trainee,Trainee,Unemployed and Looking for Work,Employed,Informal Worker,Employee,False,True,False,True,Free Quarterly Course,UX/UI Design,2022-1,A Lot,True
168,1224,35-44,University Incomplete,Trainee,Trainee,Unemployed and Not Looking for Work,Unemployed and Not Looking for Work,Own Business,Employee,False,False,False,True,Free University Education;Paid Annual Course;Free Annual Course,FullStack Java,2021-1,Neutral,True
169,782,35-44,Secondary Complete,No Programming Knowledge,Trainee,Unemployed and Looking for Work,Unemployed and Not Looking for Work,Own Business,Own Business,False,False,False,True,Other;Free Tertiary Education,Big Data,2021-2,Quite a Bit,True
170,810,45+,University Complete,Trainee,Semi Senior,Employed,Employed,Self-employed,Self-employed,False,True,True,False,,FullStack Java,2020-2,Quite a Bit,True
171,145,25-34,University Incomplete,Junior,Trainee,Employed,Employed,Informal Worker,Self-employed,False,False,False,True,Free University Education;Free Quarterly Course;Paid University Education,UX/UI Design,2021-2,Neutral,True
172,660,35-44,Tertiary Incomplete,No Programming Knowledge,Trainee,Employed,Employed,Informal Worker,Self-employed,True,False,False,True,Paid Quarterly Course;Paid University Education,FullStack JavaScript / Node.js,2022-1,A Little,True
173,1278,Under 25,Secondary Complete,No Programming Knowledge,Trainee,Unemployed and Looking for Work,Unemployed and Not Looking for Work,Informal Worker,Self-employed,False,False,False,True,Free Tertiary Education;Free University Education;Paid Annual Course,Big Data,2021-2,A Lot,True
174,568,45+,Secondary Incomplete,Trainee,Junior,Employed,Employed,Own Business,Own Business,True,True,False,True,Paid Annual Course,FullStack PHP,2021-1,Quite a Bit,False
175,1926,Under 25,Tertiary Incomplete,No Programming Knowledge,Junior,Unemployed and Looking for Work,Employed,Informal Worker,Self-employed,False,False,False,True,Free Annual Course;Paid University Education,Big Data,2020-2,A Little,True
176,707,25-34,Tertiary Complete,Trainee,Junior,Employed,Unemployed and Not Looking for Work,Self-employed,Informal Worker,True,False,False,True,Other;Free Tertiary Education;Free University Education,FullStack Python,2021-1,Neutral,False
177,2339,Under 25,Postgraduate Incomplete,Junior,Junior,Employed,Employed,Employee,Own Business,False,False,False,False,,FullStack JavaScript / Node.js,2022-1,Neutral,False
178,296,35-44,University Complete,Junior,Trainee,Employed,Employed,Own Business,Own Business,False,False,False,True,Other;Paid University Education,Testing QA,2021-2,Quite a Bit,True
179,1135,Under 25,Secondary Incomplete,No Programming Knowledge,Junior,Unemployed and Looking for Work,Unemployed and Looking for Work,Self-employed,Own Business,False,False,False,False,,Testing QA,2021-1,A Lot,False
180,1330,25-34,University Incomplete,Junior,Junior,Unemployed and Not Looking for Work,Employed,Own Business,Own Business,False,True,True,False,,Big Data,2020-2,A Little,True
181,1520,25-34,University Complete,Trainee,Semi Senior,Unemployed and Looking for Work,Unemployed and Not Looking for Work,Self-employed,Employee,False,False,False,True,Paid Annual Course;Paid University Education;Free Tertiary Education,FullStack Java,2021-2,A Lot,True
182,311,Under 25,Tertiary Incomplete,Trainee,Trainee,Unemployed and Not Looking for Work,Employed,Employee,Employee,False,False,False,False,,Big Data,2020-2,Quite a Bit,True
183,2606,35-44,University Complete,Junior,Junior,Employed,Employed,Self-employed,Informal Worker,True,True,True,False,,FullStack Python,2020-2,A Little,False
184,403,Under 25,Secondary Complete,Semi Senior,Semi Senior,Employed,Unemployed and Looking for Work,Self-employed,Self-employed,False,False,False,False,,UX/UI Design,2021-1,A Lot,False
185,2542,Under 25,University Incomplete,Junior,Senior,Employed,Employed,Self-employed,Self-employed,False,True,False,True,Paid Annual Course,UX/UI Design,2022-1,Not at All,True
186,1311,25-34,Tertiary Incomplete,No Programming Knowledge,Junior,Employed,Employed,Employee,Self-employed,False,False,False,False,,Big Data,2021-2,A Lot,True
187,2081,35-44,University Complete,No Programming Knowledge,Trainee,Unemployed and Looking for Work,Employed,Own Business,Own Business,False,False,False,True,Paid University Education;Other;Free Annual Course,UX/UI Design,2021-1,Neutral,True
188,2221,45+,Postgraduate Complete,Trainee,Trainee,Employed,Employed,Employee,Own Business,True,False,False,True,Free Annual Course,Big Data,2021-2,A Lot,True
189,1417,25-34,Tertiary Incomplete,Junior,Trainee,Unemployed and Looking for Work,Employed,Own Business,Self-employed,False,True,False,True,Free Tertiary Education;Paid Quarterly Course;Free Quarterly Course,FullStack PHP,2021-2,A Lot,True
190,1884,25-34,University Incomplete,No Programming Knowledge,Junior,Unemployed and Looking for Work,Employed,Informal Worker,Self-employed,False,True,False,False,,FullStack Python,2021-2,A Lot,True
191,1457,25-34,Tertiary Incomplete,Junior,Junior,Employed,Employed,Self-employed,Self-employed,False,True,True,True,Other;Free Quarterly Course;Paid University Education,Testing QA,2021-2,A Lot,True
192,474,Under 25,Tertiary Incomplete,Junior,Trainee,Unemployed and Not Looking for Work,Employed,Own Business,Own Business,False,True,False,True,Paid Tertiary Education,Big Data,2021-2,Not at All,True
193,2571,Under 25,Secondary Incomplete,No Programming Knowledge,Trainee,Employed,Employed,Own Business,Own Business,False,True,True,True,Free Quarterly Course,Testing QA,2021-2,Neutral,True
194,2993,35-44,Tertiary Incomplete,Trainee,Trainee,Unemployed and Looking for Work,Unemployed and Not Looking for Work,Informal Worker,Employee,False,False,False,False,,FullStack JavaScript / Node.js,2021-1,Neutral,False
195,215,Under 25,Secondary Incomplete,No Programming Knowledge,Trainee,Employed,Employed,Employee,Informal Worker,False,False,False,True,Free Annual Course,Testing QA,2021-1,A Lot,True
196,42,Under 25,University Incomplete,No Programming Knowledge,Junior,Employed,Employed,Own Business,Own Business,False,False,False,False,,UX/UI Design,2020-2,A Lot,False
197,2344,25-34,University Complete,Trainee,Semi Senior,Unemployed and Looking for Work,Unemployed and Looking for Work,Self-employed,Own Business,False,False,False,True,Free Annual Course;Paid Annual Course;Free Quarterly Course,Big Data,2021-2,Quite a Bit,True
198,455,35-44,Tertiary Complete,Junior,Trainee,Employed,Employed,Employee,Informal Worker,False,False,False,True,Other,FullStack JavaScript / Node.js,2021-2,Neutral,True
199,1819,Under 25,University Incomplete,Junior,Junior,Employed,Employed,Employee,Employee,False,False,False,True,Free University Education,Big Data,2021-1,Quite a Bit,True
200,264,25-34,Secondary Complete,No Programming Knowledge,Trainee,Unemployed and Looking for Work,Unemployed and Not Looking for Work,Self-employed,Own Business,False,False,False,False,,FullStack PHP,2021-2,Neutral,False
201,2459,Under 25,University Complete,No Programming Knowledge,Trainee,Employed,Employed,Own Business,Self-employed,False,False,False,False,,FullStack Python,2021-1,Quite a Bit,True
202,1390,25-34,University Complete,Junior,Junior,Unemployed and Looking for Work,Employed,Self-employed,Employee,False,True,True,True,Paid Annual Course,Big Data,2021-1,Neutral,False
203,2510,35-44,Postgraduate Incomplete,Junior,Junior,Unemployed and Not Looking for Work,Unemployed and Looking for Work,Informal Worker,Employee,False,False,False,False,,Big Data,2022-1,Quite a Bit,False
204,2305,25-34,University Incomplete,Semi Senior,Semi Senior,Employed,Employed,Employee,Self-employed,False,False,False,True,Other;Paid Quarterly Course;Free University Education,FullStack PHP,2021-1,Quite a Bit,True
205,1674,25-34,University Incomplete,Trainee,Junior,Employed,Employed,Own Business,Self-employed,False,True,False,False,,FullStack PHP,2021-1,A Little,True
206,1525,35-44,University Incomplete,No Programming Knowledge,Trainee,Unemployed and Looking for Work,Employed,Informal Worker,Employee,False,False,False,False,,UX/UI Design,2022-1,A Lot,True
207,2324,25-34,University Incomplete,Trainee,Trainee,Unemployed and Looking for Work,Unemployed and Not Looking for Work,Employee,Own Business,False,False,False,True,Free Tertiary Education,Testing QA,2021-2,A Little,False
208,506,25-34,University Incomplete,Trainee,Junior,Employed,Employed,Employee,Employee,True,False,False,True,Paid Quarterly Course;Paid University Education,FullStack JavaScript / Node.js,2022-1,Neutral,True
209,297,25-34,Secondary Complete,No Programming Knowledge,Trainee,Employed,Employed,Informal Worker,Employee,False,False,False,True,Other,FullStack Java,2021-2,Quite a Bit,True
210,2852,35-44,University Complete,Trainee,Junior,Unemployed and Looking for Work,Employed,Informal Worker,Informal Worker,False,False,False,True,Paid Quarterly Course;Free University Education;Free Annual Course,FullStack Python,2020-2,Quite a Bit,False
211,534,Under 25,University Incomplete,Trainee,Trainee,Unemployed and Looking for Work,Unemployed and Looking for Work,Self-employed,Own Business,False,False,False,True,Paid Quarterly Course,FullStack JavaScript / Node.js,2021-1,A Lot,True
212,731,25-34,Secondary Complete,Junior,Semi Senior,Unemployed and Looking for Work,Employed,Self-employed,Employee,False,False,False,True,Free Tertiary Education;Paid Tertiary Education;Other,FullStack Python,2021-2,Quite a Bit,True
213,1473,35-44,Postgraduate Complete,Trainee,Junior,Unemployed and Looking for Work,Unemployed and Looking for Work,Self-employed,Own Business,False,False,False,True,Paid Quarterly Course;Paid Tertiary Education;Paid Annual Course,FullStack PHP,2021-2,A Little,False
214,2612,Under 25,Tertiary Incomplete,Junior,Junior,Unemployed and Looking for Work,Unemployed and Looking for Work,Informal Worker,Self-employed,False,False,False,False,,FullStack Java,2020-2,A Lot,False
215,1192,25-34,Tertiary Complete,Junior,Junior,Unemployed and Looking for Work,Unemployed and Looking for Work,Own Business,Employee,False,False,False,True,Other;Free Tertiary Education,Big Data,2021-2,Neutral,True
216,477,Under 25,Secondary Complete,No Programming Knowledge,Trainee,Unemployed and Looking for Work,Employed,Informal Worker,Informal Worker,False,False,False,True,Paid Quarterly Course;Free Quarterly Course,FullStack Java,2020-2,A Lot,True
217,1624,Under 25,Secondary Complete,Trainee,Semi Senior,Unemployed and Looking for Work,Unemployed and Not Looking for Work,Self-employed,Self-employed,False,False,False,True,Paid Tertiary Education;Free Annual Course,FullStack Python,2021-2,A Lot,False
218,1550,25-34,Secondary Complete,Trainee,Trainee,Employed,Employed,Informal Worker,Own Business,False,True,False,True,Free Quarterly Course;Paid Tertiary Education;Paid Quarterly Course,FullStack JavaScript / Node.js,2020-2,A Little,True
